program_id,program_name,credential,study_mode,source_url,regular_listed,regular_international_flag,regular_pgwp_flag,flexible_listed,flexible_international_flag,flexible_pgwp_flag,availability_listed,has_domestic_only_availability_row,individual_evidence_status,individual_study_permit_status,individual_pgwp_status,recommended_program_status,recommended_pgwp_status,decision_basis,individual_evidence_url,individual_evidence_retrieved_at,legacy_accepts_international,current_international_eligibility,current_evidence_url,current_last_checked
703BDIPMA,Business Administration (Global Studies Option),Diploma,Part-time,https://www.bcit.ca/programs/business-administration-global-studies-option-diploma-part-time-703bdipma/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-administration-global-studies-option-diploma-part-time-703bdipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-administration-global-studies-option-diploma-part-time-703bdipma/,2026-09-08
703CDIPMA,Business Administration (Human Resources Option),Diploma,Part-time,https://www.bcit.ca/programs/business-administration-human-resources-option-diploma-part-time-703cdipma/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-administration-human-resources-option-diploma-part-time-703cdipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-administration-human-resources-option-diploma-part-time-703cdipma/,2026-09-08
703DDIPMA,Business Administration (Management Option),Diploma,Part-time,https://www.bcit.ca/programs/business-administration-management-option-diploma-part-time-703ddipma/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-administration-management-option-diploma-part-time-703ddipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-administration-management-option-diploma-part-time-703ddipma/,2026-09-08
703EDIPMA,Business Administration (Marketing Option),Diploma,Part-time,https://www.bcit.ca/programs/business-administration-marketing-option-diploma-part-time-703edipma/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-administration-marketing-option-diploma-part-time-703edipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-administration-marketing-option-diploma-part-time-703edipma/,2026-09-08
7100DIPLT,Prosthetics and Orthotics,Diploma,Full-time,https://www.bcit.ca/programs/prosthetics-and-orthotics-diploma-full-time-7100diplt/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/prosthetics-and-orthotics-diploma-full-time-7100diplt/,,,Refer to official program page,https://www.bcit.ca/programs/prosthetics-and-orthotics-diploma-full-time-7100diplt/,2026-09-08
7110CERT,Technology Support Professional (TSP),Certificate,Full-time,https://www.bcit.ca/programs/technology-support-professional-tsp-certificate-full-time-7110cert/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/technology-support-professional-tsp-certificate-full-time-7110cert/,,,Refer to official program page,https://www.bcit.ca/programs/technology-support-professional-tsp-certificate-full-time-7110cert/,2026-09-08
7140DIPMA,Architectural and Building Technology,Diploma,Full-time,https://www.bcit.ca/programs/architectural-and-building-technology-diploma-full-time-7140dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/architectural-and-building-technology-diploma-full-time-7140dipma/,,,Refer to official program page,https://www.bcit.ca/programs/architectural-and-building-technology-diploma-full-time-7140dipma/,2026-09-07
7160ADVDIP,Diagnostic Medical Sonography – Cardiac,Advanced Diploma,Full-time,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-advanced-diploma-full-time-7160advdip/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-advanced-diploma-full-time-7160advdip/,,,Refer to official program page,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-advanced-diploma-full-time-7160advdip/,2026-09-08
7340DIPLT,Mechatronics and Robotics,Diploma,Full-time,https://www.bcit.ca/programs/mechatronics-and-robotics-diploma-full-time-7340diplt/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/mechatronics-and-robotics-diploma-full-time-7340diplt/,,,Refer to official program page,https://www.bcit.ca/programs/mechatronics-and-robotics-diploma-full-time-7340diplt/,2026-09-08
7460MCERT,International Trade and Transportation Logistics,Certificate,Part-time,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,,,Refer to official program page,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,2026-09-08
7475DIPMA,Global Supply Chain Management,Diploma,Full-time,https://www.bcit.ca/programs/global-supply-chain-management-diploma-full-time-7475dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/global-supply-chain-management-diploma-full-time-7475dipma/,,,Refer to official program page,https://www.bcit.ca/programs/global-supply-chain-management-diploma-full-time-7475dipma/,2026-09-08
7485DIPMA,Forest and Natural Areas Management,Diploma,Full-time,https://www.bcit.ca/programs/forest-and-natural-areas-management-diploma-full-time-7485dipma/,true,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/forest-and-natural-areas-management-diploma-full-time-7485dipma/,,,Refer to official program page,https://www.bcit.ca/programs/forest-and-natural-areas-management-diploma-full-time-7485dipma/,2026-09-08
7535DIPMA,Geomatics Engineering Technology,Diploma,Full-time,https://www.bcit.ca/programs/geomatics-engineering-technology-diploma-full-time-7535dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/geomatics-engineering-technology-diploma-full-time-7535dipma/,,,Refer to official program page,https://www.bcit.ca/programs/geomatics-engineering-technology-diploma-full-time-7535dipma/,2026-09-08
7610ACERT,Human Resource Management,Associate Certificate,Part-time,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,,,Refer to official program page,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,2026-09-08
7710DIPMA,Construction Management,Diploma,Part-time,https://www.bcit.ca/programs/construction-management-diploma-part-time-7710dipma/,false,false,false,true,true,true,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/construction-management-diploma-part-time-7710dipma/,,,Refer to official program page,https://www.bcit.ca/programs/construction-management-diploma-part-time-7710dipma/,2026-09-08
7870CERT,Construction Supervision,Certificate,Part-time,https://www.bcit.ca/programs/construction-supervision-certificate-part-time-7870cert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/construction-supervision-certificate-part-time-7870cert/,,,Refer to official program page,https://www.bcit.ca/programs/construction-supervision-certificate-part-time-7870cert/,2026-09-08
7880ACERT,Construction Operations,Associate Certificate,Part-time,https://www.bcit.ca/programs/construction-operations-associate-certificate-part-time-7880acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/construction-operations-associate-certificate-part-time-7880acert/,,,Refer to official program page,https://www.bcit.ca/programs/construction-operations-associate-certificate-part-time-7880acert/,2026-09-08
7935DIPMA,"Fish, Wildlife and Recreation",Diploma,Full-time,https://www.bcit.ca/programs/fish-wildlife-and-recreation-diploma-full-time-7935dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/fish-wildlife-and-recreation-diploma-full-time-7935dipma/,,,Refer to official program page,https://www.bcit.ca/programs/fish-wildlife-and-recreation-diploma-full-time-7935dipma/,2026-09-08
7950ASCERT,Magnetic Resonance Imaging,Advanced Certificate,Part-time,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,,,Refer to official program page,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,2026-09-08
7975DIPMA,Magnetic Resonance Imaging,Diploma,Full-time,https://www.bcit.ca/programs/magnetic-resonance-imaging-diploma-full-time-7975dipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/magnetic-resonance-imaging-diploma-full-time-7975dipma/,,,Refer to official program page,https://www.bcit.ca/programs/magnetic-resonance-imaging-diploma-full-time-7975dipma/,2026-09-08
7985ACERT,Business Fundamentals,Associate Certificate,Full-time,https://www.bcit.ca/programs/business-fundamentals-associate-certificate-full-time-7985acert/,true,true,false,false,false,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-fundamentals-associate-certificate-full-time-7985acert/,,,Refer to official program page,https://www.bcit.ca/programs/business-fundamentals-associate-certificate-full-time-7985acert/,2026-09-08
8020BENG,Mechanical Engineering,Bachelor of Engineering,Full-time,https://www.bcit.ca/programs/mechanical-engineering-bachelor-of-engineering-full-time-8020beng/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/mechanical-engineering-bachelor-of-engineering-full-time-8020beng/,,,Refer to official program page,https://www.bcit.ca/programs/mechanical-engineering-bachelor-of-engineering-full-time-8020beng/,2026-09-08
8030BENG,Electrical Engineering,Bachelor of Engineering,Full-time,https://www.bcit.ca/programs/electrical-engineering-bachelor-of-engineering-full-time-8030beng/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/electrical-engineering-bachelor-of-engineering-full-time-8030beng/,,,Refer to official program page,https://www.bcit.ca/programs/electrical-engineering-bachelor-of-engineering-full-time-8030beng/,2026-09-08
8040BSC,Ecological Restoration,Bachelor of Science,Full-time/Part-time,https://www.bcit.ca/programs/ecological-restoration-bachelor-of-science-full-time-part-time-8040bsc/,true,true,true,true,true,true,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/ecological-restoration-bachelor-of-science-full-time-part-time-8040bsc/,,,Refer to official program page,https://www.bcit.ca/programs/ecological-restoration-bachelor-of-science-full-time-part-time-8040bsc/,2026-09-08
8050BTECH,Architectural Science,Bachelor of Architectural Science,Full-time,https://www.bcit.ca/programs/architectural-science-bachelor-of-architectural-science-full-time-8050btech/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/architectural-science-bachelor-of-architectural-science-full-time-8050btech/,,,Refer to official program page,https://www.bcit.ca/programs/architectural-science-bachelor-of-architectural-science-full-time-8050btech/,2026-09-08
810ABSN,"Specialty Nursing (Critical Care - Standard Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-critical-care-standard-option-bachelor-of-science-in-nursing-part-time-810absn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-critical-care-standard-option-bachelor-of-science-in-nursing-part-time-810absn/,2026-09-06T07:44:11.429932+00:00,True,,,
810BBSN,"Specialty Nursing (Emergency - Standard Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-emergency-standard-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810bbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-emergency-standard-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810bbsn/,2026-09-06T07:44:13.464783+00:00,True,,,
810CBSN,"Specialty Nursing (Neonatal), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-neonatal-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810cbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-neonatal-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810cbsn/,2026-09-06T07:44:17.317063+00:00,True,,,
810DBSN,"Specialty Nursing (Nephrology), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-nephrology-bachelor-of-science-in-nursing-part-time-810dbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-nephrology-bachelor-of-science-in-nursing-part-time-810dbsn/,2026-09-06T07:44:18.496489+00:00,True,,,
810FBSN,"Specialty Nursing (Pediatric - Standard Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-pediatric-standard-option-bachelor-of-science-in-nursing-part-time-810fbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-pediatric-standard-option-bachelor-of-science-in-nursing-part-time-810fbsn/,2026-09-06T07:44:20.539295+00:00,True,,,
810GBSN,"Specialty Nursing (Perinatal - Standard Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-perinatal-standard-option-bachelor-of-science-in-nursing-part-time-810gbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-perinatal-standard-option-bachelor-of-science-in-nursing-part-time-810gbsn/,2026-09-06T07:44:23.508214+00:00,True,,,
810HBSN,"Specialty Nursing (Perioperative), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-perioperative-bachelor-of-science-in-nursing-part-time-810hbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-perioperative-bachelor-of-science-in-nursing-part-time-810hbsn/,2026-09-06T07:44:24.945315+00:00,True,,,
810KBSN,"Specialty Nursing (Critical Care - Combined Critical Care/Emergency Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-critical-care-combined-critical-care-emergency-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810kbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-critical-care-combined-critical-care-emergency-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810kbsn/,2026-09-06T07:44:10.795291+00:00,True,,,
810MBSN,"Specialty Nursing (High Acuity), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-high-acuity-bachelor-of-science-in-nursing-part-time-810mbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-high-acuity-bachelor-of-science-in-nursing-part-time-810mbsn/,2026-09-06T07:44:16.091167+00:00,True,,,
810NBSN,"Specialty Nursing (Emergency - Combined Emergency/Critical Care Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-emergency-combined-emergency-critical-care-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810nbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-emergency-combined-emergency-critical-care-option-bachelor-of-science-in-nursing-part-time-distance-and-online-learning-810nbsn/,2026-09-06T07:44:12.096544+00:00,True,,,
810QBSN,"Specialty Nursing (Pediatric - Critical Care Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-pediatric-critical-care-option-bachelor-of-science-in-nursing-part-time-810qbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-pediatric-critical-care-option-bachelor-of-science-in-nursing-part-time-810qbsn/,2026-09-06T07:44:19.742398+00:00,True,,,
810SBSN,"Specialty Nursing (Perinatal - Perioperative Option), Bachelor of Science in Nursing, Part-time",Bachelor of Science in Nursing,Part-time,https://www.bcit.ca/programs/specialty-nursing-perinatal-perioperative-option-bachelor-of-science-in-nursing-part-time-810sbsn/,false,false,false,true,true,false,false,false,CONDITIONAL_RESTRICTED,INELIGIBLE,INELIGIBLE,CONDITIONAL_RESTRICTED,INELIGIBLE,individual_program_page_explicit,https://www.bcit.ca/programs/specialty-nursing-perinatal-perioperative-option-bachelor-of-science-in-nursing-part-time-810sbsn/,2026-09-06T07:44:21.964444+00:00,True,,,
8120BTECH,Environmental Engineering,Bachelor of Technology,Full-time/Part-time,https://www.bcit.ca/programs/environmental-engineering-bachelor-of-technology-full-time-part-time-8120btech/,true,true,true,true,true,true,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/environmental-engineering-bachelor-of-technology-full-time-part-time-8120btech/,,,Refer to official program page,https://www.bcit.ca/programs/environmental-engineering-bachelor-of-technology-full-time-part-time-8120btech/,2026-09-08
830ABHSC,Bachelor of Health Science (Magnetic Resonance Imaging Option),Bachelor of Health Science,Part-time,https://www.bcit.ca/programs/bachelor-of-health-science-magnetic-resonance-imaging-option-bachelor-of-health-science-part-time-830abhsc/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/bachelor-of-health-science-magnetic-resonance-imaging-option-bachelor-of-health-science-part-time-830abhsc/,,,Refer to official program page,https://www.bcit.ca/programs/bachelor-of-health-science-magnetic-resonance-imaging-option-bachelor-of-health-science-part-time-830abhsc/,2026-09-08
8310BTECH,Geographic Information Systems,Bachelor of Technology,Full-time/Part-time,https://www.bcit.ca/programs/geographic-information-systems-bachelor-of-technology-full-time-part-time-8310btech/,true,true,true,true,true,true,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/geographic-information-systems-bachelor-of-technology-full-time-part-time-8310btech/,,,Refer to official program page,https://www.bcit.ca/programs/geographic-information-systems-bachelor-of-technology-full-time-part-time-8310btech/,2026-09-08
8350BTECH,Technology Management,Bachelor of Technology,Part-time,https://www.bcit.ca/programs/technology-management-bachelor-of-technology-part-time-8350btech/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/technology-management-bachelor-of-technology-part-time-8350btech/,,,Refer to official program page,https://www.bcit.ca/programs/technology-management-bachelor-of-technology-part-time-8350btech/,2026-09-08
847ABTECH,Forensic Investigation (Crime and Intelligence Analysis Option),Bachelor of Technology,Part-time,https://www.bcit.ca/programs/forensic-investigation-crime-and-intelligence-analysis-option-bachelor-of-technology-part-time-847abtech/,false,false,false,false,false,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/forensic-investigation-crime-and-intelligence-analysis-option-bachelor-of-technology-part-time-847abtech/,,,Refer to official program page,https://www.bcit.ca/programs/forensic-investigation-crime-and-intelligence-analysis-option-bachelor-of-technology-part-time-847abtech/,2026-09-08
847BBTECH,Forensic Investigation (Forensic Science Option),Bachelor of Technology,Part-time,https://www.bcit.ca/programs/forensic-investigation-forensic-science-option-bachelor-of-technology-part-time-847bbtech/,false,false,false,true,true,true,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/forensic-investigation-forensic-science-option-bachelor-of-technology-part-time-847bbtech/,,,Refer to official program page,https://www.bcit.ca/programs/forensic-investigation-forensic-science-option-bachelor-of-technology-part-time-847bbtech/,2026-09-08
847CBTECH,Forensic Investigation (Digital Forensics and Cybersecurity Option),Bachelor of Technology,Full-time/Part-time,https://www.bcit.ca/programs/forensic-investigation-digital-forensics-and-cybersecurity-option-bachelor-of-technology-full-time-part-time-847cbtech/,true,true,true,true,true,true,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/forensic-investigation-digital-forensics-and-cybersecurity-option-bachelor-of-technology-full-time-part-time-847cbtech/,,,Refer to official program page,https://www.bcit.ca/programs/forensic-investigation-digital-forensics-and-cybersecurity-option-bachelor-of-technology-full-time-part-time-847cbtech/,2026-09-08
